MD;DTS_core;DTC_core;RHOB_core;E_sta_core;PR_sta_core
2754.9;671.9042523;330.1132934;2.387135917;8.759575299;0.257921337
2755;668.2157697;331.5269841;2.391192646;8.939096812;0.352301916
2755.1;664.9195457;334.4701115;2.392696857;8.50839706;0.271643689
2755.2;662.4499257;339.3725297;2.388691425;8.665328283;0.29083617
2755.3;663.5409547;342.8448764;2.386001396;8.544752706;0.310441042
2755.4;666.0771995;345.2716772;2.385903707;9.129797715;0.323398133
2755.5;670.1618673;345.9913463;2.391181071;8.802950153;0.373373452
2755.6;673.9986055;345.9804309;2.390998727;8.89447354;0.307688184
2755.7;676.8980422;345.758889;2.388528686;8.274731855;0.309655559
2755.8;677.3288029;345.5243568;2.383930344;9.456372545;0.363886523
2755.9;675.3427027;345.2112732;2.380044686;8.50332209;0.316081554
2756;671.931694;344.6468595;2.37647044;8.779430563;0.296474232
2756.1;666.4794211;343.2892173;2.373112503;8.902972434;0.263723364
2756.2;660.5675987;341.4343659;2.371695795;8.686368544;0.301095371
2756.3;654.7468082;338.9839808;2.371620266;9.342185311;0.310618356
2756.4;650.2379338;334.7913511;2.373864538;8.869901107;0.297836077
2756.5;649.0472354;331.531599;2.372059577;8.570760482;0.35718625
2756.6;649.8071217;328.9450792;2.369274008;8.733184847;0.328183565
2756.7;652.0487965;327.5420358;2.373278499;9.591115649;0.282489136
2756.8;651.9417766;326.2647788;2.396889498;8.846392142;0.258991829
2756.9;650.3526784;325.1822995;2.430706413;9.825608429;0.293244351
2757;648.380579;325.1589648;2.448224532;9.776799407;0.315181456
2757.1;646.9064809;325.5486924;2.440484392;9.167423614;0.327315267
2757.2;646.1619615;326.3176715;2.414832074;9.919039515;0.239699825
2757.3;651.1977677;328.3421381;2.395106231;7.867311414;0.244172713
2757.4;654.676492;330.1548113;2.380386236;8.696014829;0.366749925
2757.5;656.7597415;331.7647496;2.370035429;8.532258446;0.27165978
2757.6;655.4584681;332.2810926;2.364826924;8.893174334;0.348011643
2757.7;655.6220083;331.4966481;2.360938505;8.493205492;0.280202105
2757.8;657.250362;329.4114159;2.358370172;8.859352193;0.309741681
2757.9;662.3538067;327.4534342;2.360061652;8.9539816;0.315897658
2758;667.3614433;326.6202576;2.362455531;8.909908995;0.379959615
2758.1;672.1733554;327.1044558;2.365571913;8.47726695;0.316384528
2758.2;675.2915219;328.1737205;2.368032321;8.322541952;0.316363123
2758.3;676.8819145;328.7735021;2.370283525;8.60863549;0.291089491
2758.4;676.5118206;328.6733789;2.372303652;8.969486982;0.297087345
2758.5;672.5750816;327.0062734;2.373283647;7.691409264;0.334395793
2758.6;668.1459554;325.1183513;2.3726089;9.270070137;0.338074556
2758.7;663.5600454;323.1542223;2.369422875;8.801639087;0.252431611
2758.8;662.1658648;323.3191355;2.362954726;9.567407633;0.287564524
2758.9;661.9898665;324.1926516;2.357134028;8.127685586;0.284939847
2759;663.1699709;325.7689017;2.353607316;8.081200322;0.345442066
2759.1;664.6167959;327.3238974;2.359663863;8.03983356;0.237819226
2759.2;666.0206759;328.7265423;2.366677102;7.861227366;0.344288408
2759.3;667.187738;329.7845886;2.371014124;8.575205569;0.315723168
2759.4;667.8112867;330.5301346;2.371792213;8.778273995;0.32671922
2759.5;667.8371679;331.2460388;2.371849976;8.701403731;0.294537885
2759.6;666.5983069;332.1284412;2.372714557;8.729838941;0.321854322
2759.7;664.7983998;333.0414427;2.37346678;9.160477485;0.353365655
2759.8;662.76869;333.8356882;2.373430566;8.654381852;0.360827776
2759.9;660.6231204;334.1707718;2.370738945;8.118881194;0.374821525
2760;659.2813069;333.991724;2.368152622;8.852430806;0.302814965
2760.1;658.6039848;333.4824285;2.365804459;9.228288653;0.263809871
2760.2;659.3845512;332.4724513;2.364335675;9.163351066;0.313287494
2760.3;661.0093506;332.4788338;2.367580436;8.003205052;0.383243838
2760.4;663.0972215;333.2766129;2.373332046;9.723339918;0.273810501
2760.5;665.3580975;335.7195552;2.379566848;9.294941609;0.378689214
2760.6;667.6327366;337.4190506;2.390342725;9.477652142;0.250150458
2760.7;669.8299323;338.5083656;2.403089429;8.334811986;0.251059139
2760.8;671.254219;338.2070077;2.408524432;8.007023698;0.300581493
2760.9;672.7301205;338.6686597;2.401778632;8.861720275;0.301076843
2761;674.0883384;339.6743605;2.387319213;8.025971704;0.306119262
2761.1;673.0172827;340.5472775;2.390202196;9.202075799;0.325144758
2761.2;667.7803262;338.1937805;2.397591459;8.59041007;0.368205379
2761.3;658.9342223;333.0149713;2.409523823;8.927199754;0.256940411
2761.4;647.1276776;324.0687744;2.455972624;9.695669311;0.374254163
2761.5;636.0149643;314.527799;2.487016292;10.91850476;0.295765816
2761.6;625.5960822;304.3920452;2.502654825;11.28490614;0.232688016
2761.7;620.0851456;296.9698486;2.463582164;10.38602045;0.351912136
2761.8;618.4593239;293.142133;2.425029306;10.06746395;0.318712764
2761.9;621.2767076;293.4690158;2.388397389;11.73981684;0.336150266
2762;628.9713068;298.709553;2.380013795;10.55309723;0.300907753
2762.1;636.3762506;305.3276793;2.377083038;9.750388652;0.299893331
2762.2;642.9512876;313.415072;2.379192415;9.490011409;0.324212869
2762.3;649.7779536;319.7472721;2.379239314;8.088730047;0.316578413
2762.4;656.8805837;324.9620151;2.376624703;8.2428825;0.24082763
2762.5;664.3878541;328.6717311;2.370041527;7.838400758;0.28684397
2762.6;670.8841435;331.5677593;2.361270898;7.768735047;0.266828618
2762.7;676.324897;333.9022306;2.353364107;8.541941052;0.234456123
2762.8;680.0361445;335.4037506;2.347825424;9.129877745;0.272965436
2762.9;682.2084826;335.9734096;2.345467012;7.803387371;0.293140065
2763;682.7952314;335.80472;2.345140802;8.102196855;0.249688812
2763.1;680.4704938;334.3905115;2.347927476;7.6688784;0.327709572
2763.2;677.5986207;332.4398285;2.350586298;8.042786536;0.386133257
2763.3;675.4659433;330.5587237;2.353752767;8.906221854;0.251658582
2763.4;675.87635;329.3063099;2.35846671;9.132310643;0.386932037
2763.5;676.4091534;328.9942575;2.363306011;8.612806422;0.265759785
2763.6;676.8719272;328.9557957;2.367464;8.383127216;0.289127869
2763.7;676.9339443;328.715928;2.369050267;9.645064903;0.295437737
2763.8;677.364952;326.7652628;2.370030011;8.747400447;0.411161965
2763.9;677.8301545;324.1261934;2.37099943;8.273352479;0.302295973
2764;677.7307228;321.6911885;2.373105984;8.108700874;0.308400497
2764.1;676.6262457;321.1532514;2.376102015;9.380872092;0.340456219
2764.2;675.0373827;321.6297629;2.377936871;8.826005489;0.355440806
2764.3;673.6534746;322.334611;2.369824052;8.791056435;0.298745994
2764.4;673.425434;322.7401548;2.359044451;8.142590078;0.300697848
2764.5;674.3223542;323.0378899;2.348058406;8.036683572;0.31138196
2764.6;678.9680089;324.016348;2.349924658;7.774158739;0.356659911
2764.7;684.43698;325.3924431;2.357368347;8.950920814;0.306163397
2764.8;690.2541588;327.0528324;2.368444989;8.412595975;0.346054701
2764.9;692.1862089;328.6560401;2.373162853;8.511783403;0.295731956
2765;692.6437532;330.0324794;2.373450075;8.849253615;0.313170482
2765.1;691.8582676;331.199687;2.369878392;8.162563942;0.324113112
2765.2;691.7112774;331.5800238;2.36215865;8.432722607;0.273647966
2765.3;691.7752048;331.3651786;2.354520864;7.876526618;0.349384477
2765.4;692.0500498;330.5551516;2.346965034;7.987028469;0.284253851
2765.5;688.9632238;329.1194107;2.34443791;7.720401066;0.285660389
2765.6;685.4103411;328.5435838;2.34376471;7.953348587;0.263898512
2765.7;681.3908851;328.9922119;2.345147381;8.377645475;0.294473328
2765.8;678.7647158;331.536838;2.349641248;8.019850751;0.278746787
2765.9;677.0795539;333.8910306;2.353916491;8.882804963;0.291507346
2766;676.5710659;335.79749;2.357615587;7.991529601;0.324050678
2766.1;677.2349097;336.3033465;2.353383955;8.704667386;0.315494183
2766.2;677.954721;336.4328523;2.348070919;7.683111194;0.273481745
2766.3;678.55332;336.2022229;2.342431222;8.588024127;0.303061257
2766.4;678.9021264;336.5339594;2.345588414;8.614279932;0.336138075
2766.5;678.9719868;336.9705414;2.350529213;8.081156525;0.359424499
2766.6;678.5792993;337.4329364;2.35615244;8.844798059;0.28008497
2766.7;676.8395327;335.8732679;2.356134499;7.936455501;0.22931921
2766.8;674.8413847;333.3918472;2.353725374;9.176987793;0.288437928
2766.9;672.9303144;329.7953627;2.348626196;8.514984413;0.275091519
2767;670.2738111;327.1603473;2.345560905;8.52321453;0.288611797
2767.1;667.0167821;325.4669009;2.344902431;9.391358391;0.320384363
2767.2;662.6489695;325.6814744;2.349461402;8.401032893;0.317310192
2767.3;659.1072498;325.9037616;2.356098413;8.020974006;0.288372506
2767.4;655.9835798;326.3056897;2.36221215;8.561368719;0.27932798
2767.5;653.3130216;327.3349176;2.363882021;9.658248595;0.350826395
2767.6;651.8767663;327.9994892;2.363342646;9.112973642;0.259761806
2767.7;651.3585578;328.2402063;2.362018824;9.076396851;0.291666635
2767.8;652.6127337;327.2619787;2.361434698;7.976753471;0.273535391
2767.9;654.6328666;324.8504267;2.359477122;8.66983815;0.3681069
2768;656.9693726;321.8382933;2.356805312;10.15154409;0.303440239
2768.1;658.825441;319.6726332;2.35409236;7.901704571;0.285594869
2768.2;660.5307902;318.8841409;2.351753138;7.860051388;0.283070288
2768.3;662.1640876;319.119564;2.350379705;7.828141361;0.316072284
2768.4;663.9803043;320.9735904;2.355636835;8.475997675;0.307096821
2768.5;665.4655134;322.8365472;2.365880333;8.284907039;0.311836626
2768.6;666.6958863;324.6778003;2.378753609;8.539693291;0.376602198
2768.7;667.68905;326.0777149;2.376257272;9.265069067;0.312239907
2768.8;667.8688141;326.9881313;2.36943329;8.149134318;0.265439259
2768.9;667.3487599;327.4618123;2.359165719;8.149840351;0.262813619
2769;666.4895111;326.96747;2.360801396;8.544443615;0.312678965
2769.1;666.8196051;326.2542234;2.364220271;8.293605849;0.293181668
2769.2;668.3390418;325.3220723;2.369422345;8.820220144;0.280596537
2769.3;671.275098;325.2530293;2.370270685;8.048711061;0.331550401
2769.4;674.4172164;325.6110587;2.369379169;9.018776288;0.284118678
2769.5;677.7672955;326.4497559;2.366549517;9.276778244;0.274761952
2769.6;679.3950848;326.2468162;2.361901892;9.011943751;0.375183891
2769.7;679.7491853;325.2281204;2.35750214;8.576163339;0.31878281
2769.8;678.496195;323.1747202;2.353604938;8.165097519;0.324503216
2769.9;674.375957;322.5446137;2.351069027;8.363865636;0.338350538
2770;670.2206726;322.5354646;2.349277914;7.997868504;0.318951081
2770.1;666.5280006;323.2814325;2.348455213;8.568182217;0.252961353
2770.2;665.0036993;323.8879738;2.34997253;8.659829423;0.249093048
2770.3;664.2821002;324.3712821;2.351095036;9.120904328;0.296876162
2770.4;664.4334708;324.6594329;2.350711684;8.746526767;0.282930116
2770.5;666.6859273;324.9444645;2.34826423;9.754621632;0.341133666
2770.6;669.2128053;324.7310323;2.345488097;7.578675848;0.406466643
2770.7;671.303834;323.3561156;2.343002269;8.716223107;0.284072928
2770.8;671.3040692;321.4442364;2.341458998;8.132548928;0.298611415
2770.9;670.5508226;320.1200581;2.340722715;8.780159114;0.297226321
2771;669.3314593;320.89962;2.341526593;8.701477258;0.33542407
2771.1;669.2682116;322.432585;2.343152379;8.722769513;0.363715315
2771.2;669.8082444;324.1065413;2.344793778;7.609826057;0.273588574
2771.3;671.0470066;325.3418618;2.345466683;9.209049567;0.2957756
2771.4;670.7736799;326.7091012;2.345696992;8.028111908;0.329233933
2771.5;669.2385883;328.1968622;2.345954142;8.434976522;0.313981816
2771.6;664.9076304;329.976109;2.347197683;9.699757151;0.331733807
2771.7;660.5951056;330.6555357;2.347283103;8.101330611;0.313754672
2771.8;656.5905199;330.2926501;2.346465864;8.496017749;0.218933115
2771.9;654.4192279;327.0073711;2.343768597;9.710920797;0.358147771
2772;652.7045448;322.7798985;2.345938676;9.607755354;0.318287611
2772.1;651.2952205;318.1255472;2.351386368;8.786339396;0.271821056
2772.2;650.1154125;314.8265508;2.359483659;9.654769305;0.421182611
2772.3;649.2262868;312.52839;2.365264896;9.192804111;0.320198411
2772.4;648.589195;311.0340012;2.369242671;8.785992415;0.30057344
2772.5;648.6028961;310.7777317;2.371241466;9.018818964;0.342207754
2772.6;649.2354283;311.0757869;2.371768575;8.275968909;0.330366777
2772.7;650.400179;311.8450871;2.371019363;9.366685895;0.312874425
2772.8;651.8131689;312.5674733;2.369159698;9.168274745;0.278677564
2772.9;652.1641438;313.3130295;2.370116353;9.196043424;0.329404584
2773;651.4531038;314.0817557;2.373889327;7.818408717;0.30551535
2773.1;649.1419843;311.1455333;2.384419711;9.839994958;0.355208165
2773.2;647.2757;307.2109367;2.404106404;8.949243095;0.299360877
2773.3;645.9699475;302.1930968;2.434379916;9.781668052;0.332442455
2773.4;646.7368497;301.5373426;2.464207119;10.17852171;0.360603459
2773.5;648.4929785;302.2900158;2.470695339;8.423429294;0.343053742
2773.6;651.4324863;304.6031601;2.444992875;9.107296486;0.296783745
2773.7;654.9657778;306.9103317;2.408579221;9.249497543;0.29550665
2773.8;658.8430126;309.7329939;2.384084106;9.055000847;0.39413601
2773.9;663.173773;313.3978027;2.380976821;9.34676566;0.341692906
2774;667.9844328;317.4559375;2.375257031;9.743495543;0.317753136
2774.1;672.587902;321.1163191;2.366467611;9.137841899;0.308212636
2774.2;676.6375267;323.8802982;2.352545064;8.701287182;0.239832254
2774.3;679.6587542;325.2569714;2.346431971;8.354151451;0.347084767
2774.4;682.59208;326.1819228;2.343393122;8.86015897;0.299395815
2774.5;685.847042;326.7634283;2.343527546;9.192449768;0.277060177
2774.6;690.3048904;328.0136066;2.346465048;7.680888566;0.297554307
2774.7;695.1690727;329.7242057;2.350508652;7.90971586;0.310588909
2774.8;700.2241131;332.2084489;2.355450191;8.05053014;0.32756329
2774.9;704.0822388;334.614092;2.356431346;7.941375616;0.294663559
2775;707.0850956;336.7845133;2.355302594;7.955595321;0.324893663
2775.1;708.5466321;338.2188782;2.351626713;6.973825419;0.334879577
2775.2;708.4530597;338.7754352;2.348705254;8.277995917;0.266872923
2775.3;707.1992217;338.8736723;2.346351539;7.499077498;0.304556146
2775.4;703.6958946;338.5978228;2.345111292;7.967920408;0.330635353
2775.5;699.2941436;338.7825865;2.345070265;8.012069268;0.27946461
2775.6;694.5626997;339.214132;2.346212478;8.229061413;0.282289024
2775.7;690.6490648;339.7040115;2.35082823;7.949065119;0.214889328
2775.8;688.8895028;339.5615486;2.355261153;7.714871084;0.29398117
2775.9;688.6646272;338.8890544;2.359009862;8.8502915;0.313316019
2776;690.3697861;336.9343613;2.357609153;7.805776148;0.326570861
2776.1;690.01929;332.9179864;2.356282043;7.562432871;0.292968845
2776.2;687.9955145;327.3243061;2.355226034;8.147256661;0.319771213
2776.3;683.0780777;320.4089323;2.357582299;8.825536751;0.302378014
2776.4;678.7532569;315.1919514;2.359773143;8.575184334;0.313204434
2776.5;674.9518622;311.5378756;2.361769802;8.594605398;0.344140641
2776.6;672.0621197;313.5739683;2.361156188;8.808826057;0.268523956
2776.7;668.2659486;316.3305699;2.359698697;9.300032477;0.337118585
2776.8;663.5633487;319.8076804;2.35739733;8.813735571;0.396865074
2776.9;657.5254343;317.2787799;2.370790494;8.540947562;0.293130444
2777;653.4552211;313.3860566;2.391455173;9.802446249;0.353274801
2777.1;651.7269087;308.0362125;2.42027998;9.690182088;0.313325296
2777.2;657.8188838;306.1357466;2.439271365;8.889567752;0.358606715
2777.3;666.2311726;306.2258685;2.443811272;9.020032837;0.317430973
2777.4;677.1583779;308.7608485;2.429261151;8.084828016;0.361414081
2777.5;682.7783442;312.4048751;2.40051918;9.261048336;0.324586776
2777.6;685.1379036;316.3480394;2.378282547;8.999534699;0.356596702
2777.7;683.1399829;320.5782154;2.36923268;8.540996407;0.336096202
2777.8;680.6133316;322.9447907;2.368882578;7.473468724;0.349438168
2777.9;678.3140174;324.1250773;2.369375307;8.652494716;0.331384233
2778;676.6230866;323.5914761;2.368754948;9.017265018;0.272455544
2778.1;675.2137571;323.8118952;2.366428181;7.884960922;0.327918431
2778.2;674.0219606;324.2832091;2.363708389;8.932521625;0.313546185
2778.3;673.1935063;324.9537388;2.360945557;8.636256508;0.291865041
2778.4;673.2467936;324.6401796;2.361298031;8.440226331;0.315601305
2778.5;673.7377837;323.7405001;2.361862556;8.967592609;0.386914308
2778.6;674.7667152;321.9626201;2.360529765;8.836213034;0.308354157
2778.7;676.5787958;319.3891002;2.354888025;9.415060018;0.304601887
2778.8;679.1101734;316.7026982;2.348886415;8.211555966;0.369808498
2778.9;683.2162163;314.6072067;2.346976556;8.285361978;0.317860537
2779;688.3723087;314.41276;2.351085606;8.487667183;0.237676844
2779.1;693.8996524;315.3215323;2.35812169;8.046946194;0.326648599
2779.2;699.0681548;317.5445163;2.366740835;8.653741039;0.336744852
2779.3;703.0830374;319.6952456;2.375476134;8.419685196;0.287388098
2779.4;706.3917096;321.5892627;2.385138345;8.600033981;0.398700349
2779.5;709.0128648;322.134984;2.400126874;7.712099647;0.259852971
2779.6;710.951608;322.1530862;2.407073633;7.953961075;0.306933203
2779.7;712.2432083;321.9674102;2.406180708;8.432214779;0.353305289
2779.8;711.474795;322.8581452;2.379090083;7.822996673;0.307433754
2779.9;710.0364581;324.5437912;2.353207431;7.305913406;0.30991165
2780;708.0798291;326.8603553;2.329722947;7.412332532;0.343493352
2780.1;705.6034574;330.0431725;2.330105515;6.429594863;0.310501759
2780.2;703.0422154;332.8401251;2.336264798;8.751229794;0.283298908
2780.3;700.4120392;335.2319647;2.347242964;7.671341078;0.328301055
2780.4;697.946635;333.8795428;2.353221937;7.614282087;0.275071173
2780.5;695.1929152;331.5483334;2.354634489;7.650871863;0.350740442
2780.6;692.1508799;328.2383366;2.351480619;7.956384871;0.293492456
2780.7;688.0031778;327.6391695;2.352995295;8.162294538;0.346381345
2780.8;683.7852182;327.4830124;2.355008223;8.808785689;0.332864422
2780.9;679.5112713;327.7819661;2.357494207;8.582161333;0.268396377
2781;676.4635243;326.7080506;2.355118108;8.268568484;0.299962164
2781.1;673.998653;325.2974106;2.354756133;8.157660021;0.378105832
2781.2;672.2306206;323.5427829;2.357604137;8.526317245;0.293517797
2781.3;672.1707245;321.8959772;2.359084214;8.789936433;0.2873816
2781.4;672.753554;320.4282699;2.357810915;8.469304323;0.30507335
2781.5;674.075379;319.2332293;2.35229325;8.137353999;0.273209488
2781.6;675.3439826;319.5313352;2.352777996;8.609585697;0.315824197
2781.7;676.9335577;320.5082648;2.354008637;7.800139;0.318261816
2781.8;679.1630135;322.3310685;2.354790399;9.039877145;0.35638615
2781.9;680.8392591;323.9538184;2.352573887;8.312710943;0.325648062
2782;682.2776059;325.8072997;2.349329261;8.19300434;0.346071037
2782.1;683.4442069;328.3016211;2.345221403;9.426541187;0.262538071
2782.2;686.8457454;330.5992763;2.34110963;8.013521886;0.320375343
2782.3;691.2393338;332.6421323;2.338480896;8.375894692;0.275534986
2782.4;696.6623272;334.1176663;2.340076261;8.1036817;0.358051019
2782.5;701.4203762;334.8947076;2.343143306;6.792580249;0.286657117
2782.6;705.841841;335.6138349;2.346797824;7.220683493;0.297953909
2782.7;709.8982833;336.9977429;2.350701928;7.843393903;0.373615548
2782.8;714.0403739;338.8544684;2.35605877;7.870084422;0.320568585
2782.9;718.3082976;340.7595089;2.361425541;7.369718922;0.318185221
2783;722.9822438;341.9615318;2.364001246;7.748526899;0.341295691
2783.1;728.6897764;342.8303329;2.366625918;7.084570606;0.336268555
2783.2;734.9470537;343.4605902;2.369569458;7.64204273;0.356219053
2783.3;741.3105474;343.6799886;2.374316812;6.991774077;0.321391284
2783.4;745.1421595;344.3901483;2.377142803;7.035304115;0.356320603
2783.5;747.0954661;345.6105507;2.378410735;6.194100999;0.311028929
2783.6;746.1102068;348.7160359;2.376254615;7.797464238;0.342957822
2783.7;744.3122521;350.6012553;2.372187737;7.247871448;0.317721328
2783.8;741.8111019;351.4104392;2.36675024;7.999627478;0.274384253
2783.9;737.5131121;349.2054379;2.361516953;6.763105863;0.322384998
2784;732.4051731;346.4876666;2.356600109;7.820800991;0.328828087
2784.1;726.615901;343.37254;2.352011405;8.33059154;0.308739693
2784.2;721.2491939;342.1903936;2.350292909;7.576020365;0.323951332
2784.3;716.3947954;342.0822917;2.349275473;7.476182526;0.303485915
2784.4;712.0527053;343.0482344;2.348959098;7.295443935;0.297663384
2784.5;709.0583886;343.6512269;2.346904181;7.762993351;0.402024305
2784.6;707.0999619;343.4968151;2.346153087;7.367908098;0.386334375
2784.7;706.3252909;342.4619717;2.346974219;8.082650551;0.365417496
2784.8;708.1609118;340.5422687;2.350203982;7.611976236;0.340267235
2784.9;711.0787415;339.1544714;2.352587841;7.749321951;0.328129762
2785;715.2609637;338.5792071;2.353591238;7.528728916;0.321604537
2785.1;721.0382981;340.5722237;2.35493217;7.590964647;0.316909571
2785.2;726.3476977;342.7413391;2.356778622;7.214480477;0.326050356
2785.3;730.6044525;344.7321787;2.359388678;7.308515528;0.269389048
2785.4;733.4529488;345.4237661;2.359690415;7.187916484;0.278569198
2785.5;735.2569234;345.7822315;2.361114646;6.959251988;0.314833278
2785.6;735.4783145;345.9046191;2.365447277;6.838632013;0.319335326
2785.7;734.0172542;346.3432849;2.367303318;6.651513235;0.321648929
2785.8;731.9994999;346.4377911;2.367287413;7.432031437;0.274224968
2785.9;729.5445361;345.5672619;2.364172129;7.524757702;0.339963918
2786;727.9662532;342.3710341;2.362518518;8.198908502;0.295582152
2786.1;727.0323565;338.9742211;2.361511914;7.34225709;0.342352999
2786.2;727.2287168;336.8734929;2.361173423;7.574839211;0.294326692
2786.3;728.7203087;336.9256025;2.360215454;8.643398985;0.290765184
2786.4;730.7583222;337.2933438;2.359332769;7.264829008;0.314455122
2786.5;733.1201778;336.0983526;2.359488682;7.956040534;0.303965236
2786.6;735.3593364;335.2961559;2.362971475;7.529289748;0.339538326
2786.7;737.3803493;335.4322712;2.368328116;7.159367014;0.36275294
2786.8;738.6471395;339.0760343;2.375725837;7.062059103;0.356703095
2786.9;738.3276506;342.6123609;2.382026826;7.128381183;0.319591568
2787;736.889898;345.7563714;2.387054964;7.144013771;0.323264521
2787.1;733.6025936;346.8304242;2.387734771;7.430852407;0.274110709
2787.2;730.0844016;346.9958025;2.384279326;7.552096914;0.364652887
2787.3;726.418249;346.740862;2.37878817;6.510305348;0.288598465
2787.4;722.694058;347.7154173;2.377786185;6.521715707;0.332695844
2787.5;721.0569645;348.8993165;2.383624648;7.202968384;0.345428021
2787.6;721.0227592;349.9739977;2.394926432;7.897895079;0.284120089
2787.7;722.4227067;346.9626251;2.414216534;7.541420513;0.268048081
2787.8;723.5862908;341.0839723;2.436130006;8.017819716;0.323355822
2787.9;724.5838784;332.795453;2.459641221;7.538472135;0.311316074
2788;727.3136213;326.1058835;2.451940458;8.523266753;0.289772575
2788.1;730.8306329;324.6487438;2.429261675;7.408096727;0.374152968
2788.2;735.1349133;328.424034;2.391604872;7.168700654;0.297859255
2788.3;737.6679838;334.0022297;2.373570536;6.404807033;0.357729744
2788.4;739.3112974;338.7122126;2.363261198;7.571110548;0.308116346
2788.5;739.9525475;342.3597962;2.361550231;7.831525898;0.32305918
2788.6;739.9071851;344.6878843;2.364495958;8.196628293;0.310506776
2788.7;740.2216658;345.9991888;2.367257677;7.14834795;0.31628316
2788.8;741.0935947;346.0226717;2.369354819;6.660501545;0.288879127
2788.9;742.2022427;344.2276472;2.370640805;8.117021309;0.356129357
2789;743.3895198;342.3716151;2.371327877;6.788034633;0.286918151
2789.1;744.6621724;340.745715;2.371184826;7.468838632;0.291266959
2789.2;746.6176119;339.6185076;2.370019677;7.821241421;0.340464877
2789.3;748.1008765;338.9950616;2.368516044;6.347421183;0.320491209
2789.4;748.451802;339.1919158;2.366678338;7.634758926;0.33877673
2789.5;745.8920006;340.7875405;2.366998886;7.637593104;0.339326857
2789.6;743.1407708;342.3823332;2.369137971;7.599370737;0.333902513
2789.7;741.4337346;343.2587413;2.374414864;8.058032232;0.257371533
2789.8;738.722392;344.9836489;2.377400699;7.528093322;0.345139769
2789.9;735.8841214;346.8979663;2.37901458;7.475339634;0.296618788
2790;733.4908125;348.6702308;2.378562839;7.991522649;0.327559041
2790.1;733.3027171;349.1825666;2.376672616;7.080249626;0.340234209
2790.2;734.0509707;349.0700046;2.375017141;6.470519343;0.330806924
2790.3;735.3719723;348.3113896;2.375985873;6.937889039;0.294171152
2790.4;736.4037066;347.7703303;2.37650092;7.53796697;0.325844573
2790.5;737.2046165;347.2275132;2.376100524;8.24345884;0.266827577
2790.6;737.5187533;346.2519369;2.372415546;6.704337513;0.321954037
2790.7;737.581194;345.3311277;2.368524658;6.42963866;0.347605122
2790.8;737.7617374;344.686446;2.364913351;7.893156147;0.342165027
2790.9;739.4642614;345.5646656;2.363671064;7.581718427;0.341768011
2791;742.4999178;347.3455971;2.361163268;6.9705534;0.369989366
2791.1;746.4126009;349.6733548;2.357448408;7.13882199;0.317990907
2791.2;750.8647937;351.943074;2.349850698;6.919868939;0.333636515
2791.3;755.8843107;354.2478653;2.344534836;6.722726335;0.317836213
2791.4;761.2724942;356.5838111;2.341063873;6.82972691;0.314700464
2791.5;766.0002565;359.0099565;2.340609152;5.879753821;0.247890448
2791.6;768.69773;360.8641522;2.340642142;6.280716351;0.338717579
2791.7;769.6153356;362.2020358;2.341125959;6.40838014;0.332378174
2791.8;768.0651702;362.1142303;2.343342938;6.059145573;0.311692768
2791.9;768.271164;362.320117;2.346015814;6.954854784;0.376855554
2792;770.2333169;362.819696;2.349144587;6.697426347;0.339095318
2792.1;774.6636605;362.5057275;2.35245198;7.285757965;0.342281216
2792.2;778.6419177;361.7076803;2.356078255;6.323301601;0.341069574
2792.3;782.0303335;360.3608574;2.360074589;6.434270201;0.318995273
2792.4;782.9815811;358.5095238;2.365465588;6.536123174;0.310784254
2792.5;783.1255452;357.1715747;2.369948334;5.617173658;0.321342385
2792.6;782.3695156;356.5870556;2.373053893;6.266466057;0.313969299
2792.7;778.1810884;357.6421706;2.375663102;6.711947219;0.308416654
2792.8;772.7878573;358.9726131;2.378133357;7.307133472;0.266308618
2792.9;766.0511409;360.4550306;2.380466878;6.08077162;0.328021171
2793;762.0834697;359.3219917;2.382228312;6.822066456;0.345918769
2793.1;758.191194;355.9721448;2.38148821;6.156624981;0.295418736
2793.2;753.5702408;349.1455809;2.376072971;6.520362571;0.356970278
2793.3;748.795051;343.9445108;2.371430742;7.88778154;0.382359737
2793.4;744.1307747;340.305767;2.368334736;7.058005196;0.334850623
2793.5;739.8042959;339.4798816;2.368450651;7.14450435;0.37619385
2793.6;735.8259102;340.5438592;2.369224178;6.787810468;0.350530614
2793.7;732.9642088;342.2386793;2.37066262;6.990207152;0.353401841
2793.8;733.0013269;344.2118656;2.373465607;8.080810148;0.321822175
2793.9;734.8812207;345.6081274;2.376816803;7.447093776;0.339720769
2794;737.3309523;346.4051288;2.379604716;7.687144061;0.280262076
2794.1;739.505472;345.7961553;2.379712632;6.697849767;0.311761456
2794.2;738.4239528;346.2464416;2.376967007;6.421649698;0.362374973
2794.3;735.6884528;347.3219785;2.373131755;7.540582546;0.359847
2794.4;731.7751802;349.1777999;2.36990385;7.735292372;0.332353721
2794.5;729.2419866;350.7799796;2.371738779;7.710488218;0.39577402
2794.6;727.8568;352.0607479;2.375770202;7.60024396;0.358036099
2794.7;729.1563937;352.1697801;2.377273023;7.601668828;0.271913159
2794.8;731.4979118;351.489972;2.37494197;7.298896657;0.381662365
2794.9;734.4966043;350.2526869;2.370343237;7.335998832;0.329764635
2795;737.6624763;348.3494552;2.366483522;6.402649055;0.304142264
2795.1;738.811949;347.7458218;2.364703963;7.221706886;0.311538091
